[27, 27,  to_date('9:03', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4645, 4462,  to_date('9:06', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4646, 4463,  to_date('9:05', 'hh24:mi'),  to_date('10:36', 'hh24:mi')]
[4647, 4464,  to_date('9:02', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4648, 4465,  to_date('9:07', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4649, 4466,  to_date('9:06', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4650, 4467,  to_date('9:08', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4651, 4468,  to_date('9:40', 'hh24:mi'),  to_date('14:52', 'hh24:mi')]
[4652, 4468,  to_date('15:38', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4653, 4469,  to_date('9:00', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4654, 4470,  to_date('10:40', 'hh24:mi'),  to_date('10:09', 'hh24:mi')]
[4655, 4470,  to_date('11:55', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4656, 4471,  to_date('10:43', 'hh24:mi'),  to_date('14:40', 'hh24:mi')]
[4657, 4471,  to_date('15:38', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4658, 4472,  to_date('9:05', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4659, 4473,  to_date('9:05', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4660, 4474,  to_date('9:05', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4661, 4475,  to_date('10:35', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4662, 4476,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4663, 4477,  to_date('9:00', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4664, 4478,  to_date('9:02', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4665, 4479,  to_date('9:00', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4666, 4480,  to_date('9:04', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4667, 4481,  to_date('9:32', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4668, 4482,  to_date('9:09', 'hh24:mi'),  to_date('12:15', 'hh24:mi')]
[4669, 4483,  to_date('9:07', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4670, 4484,  to_date('9:02', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4671, 4485,  to_date('10:51', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4672, 4486,  to_date('9:09', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4673, 4487,  to_date('9:10', 'hh24:mi'),  to_date('12:01', 'hh24:mi')]
[4674, 4488,  to_date('9:03', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4675, 4489,  to_date('9:55', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4676, 4490,  to_date('10:17', 'hh24:mi'),  to_date('14:51', 'hh24:mi')]
[4677, 4490,  to_date('15:41', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4678, 4491,  to_date('9:05', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4679, 4492,  to_date('9:04', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4680, 4493, to_date('9:04', 'hh24:mi'), to_date('15:39', 'hh24:mi')]
[4681, 4493, to_date('16:31', 'hh24:mi'), to_date('17:59', 'hh24:mi')]
[4682, 4494,  to_date('9:02', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4683, 4495,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4684, 4496,  to_date('9:05', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4685, 4497,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4686, 4498,  to_date('9:07', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4687, 4499,  to_date('9:08', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4688, 4500,  to_date('9:02', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4689, 4501,  to_date('9:02', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4690, 4502,  to_date('10:21', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4691, 4503,  to_date('9:00', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4692, 4504,  to_date('9:00', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4693, 4505,  to_date('9:06', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4694, 4506,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4695, 4507,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4696, 4508,  to_date('9:09', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4697, 4509,  to_date('9:10', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4698, 4510,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4699, 4511,  to_date('9:42', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4700, 4512,  to_date('9:03', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4701, 4513,  to_date('10:15', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4702, 4514,  to_date('9:00', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4703, 4515,  to_date('9:02', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4704, 4516,  to_date('9:03', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4705, 4517,  to_date('9:04', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4706, 4518, to_date('9:05', 'hh24:mi'), to_date('14:23', 'hh24:mi')]
[4707, 4518, to_date('15:48', 'hh24:mi'), to_date('17:58', 'hh24:mi')]
[4708, 4519,  to_date('9:06', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4709, 4520,  to_date('9:27', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4710, 4521,  to_date('9:10', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4711, 4522,  to_date('9:02', 'hh24:mi'),  to_date('12:16', 'hh24:mi')]
[4712, 4523,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4713, 4524,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4714, 4525,  to_date('9:07', 'hh24:mi'),  to_date('10:55', 'hh24:mi')]
[4715, 4526,  to_date('9:02', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4716, 4527,  to_date('9:40', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4717, 4528,  to_date('9:01', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4718, 4529,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4719, 4530,  to_date('9:04', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4720, 4531,  to_date('9:09', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4721, 4532,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4722, 4533,  to_date('9:10', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4723, 4534, to_date('9:08', 'hh24:mi'), to_date('14:10', 'hh24:mi')]
[4724, 4534, to_date('15:41', 'hh24:mi'), to_date('17:59', 'hh24:mi')]
[4725, 4535,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4726, 4536,  to_date('9:05', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4727, 4537,  to_date('9:04', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4728, 4538,  to_date('9:10', 'hh24:mi'),  to_date('12:19', 'hh24:mi')]
[4729, 4539,  to_date('10:47', 'hh24:mi'),  to_date('15:18', 'hh24:mi')]
[4730, 4539,  to_date('16:45', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4731, 4540,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4732, 4541,  to_date('9:10', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4733, 4542,  to_date('10:21', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4734, 4543,  to_date('9:08', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4735, 4544,  to_date('9:07', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4736, 4545,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4737, 4546,  to_date('9:00', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4738, 4547,  to_date('9:02', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4739, 4548,  to_date('9:02', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4740, 4549,  to_date('10:16', 'hh24:mi'),  to_date('15:19', 'hh24:mi')]
[4741, 4549,  to_date('16:43', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4742, 4550,  to_date('10:59', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4743, 4551,  to_date('10:19', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4744, 4552,  to_date('9:09', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4745, 4553,  to_date('9:52', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4746, 4554,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4747, 4555,  to_date('9:07', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4748, 4556,  to_date('9:00', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4749, 4557,  to_date('9:01', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4750, 4558,  to_date('9:10', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4751, 4559,  to_date('10:55', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4752, 4560,  to_date('9:10', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4753, 4561,  to_date('9:07', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4754, 4562,  to_date('10:45', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4755, 4563,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4756, 4564,  to_date('9:06', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4757, 4565,  to_date('9:07', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4758, 4566,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4759, 4567,  to_date('9:08', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4760, 4568,  to_date('9:00', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4761, 4569,  to_date('9:44', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4762, 4570,  to_date('9:03', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4763, 4571,  to_date('9:06', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4764, 4572, to_date('9:04', 'hh24:mi'), to_date('11:59', 'hh24:mi')]
[4765, 4572, to_date('12:36', 'hh24:mi'), to_date('17:52', 'hh24:mi')]
[4766, 4573,  to_date('9:06', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4767, 4574,  to_date('9:01', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4768, 4575,  to_date('9:07', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4769, 4576,  to_date('9:05', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4770, 4577,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4771, 4578, to_date('9:05', 'hh24:mi'), to_date('14:14', 'hh24:mi')]
[4772, 4578, to_date('15:59', 'hh24:mi'), to_date('17:55', 'hh24:mi')]
[4773, 4579,  to_date('9:02', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4774, 4580,  to_date('9:00', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4775, 4581,  to_date('9:02', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4776, 4582, to_date('9:08', 'hh24:mi'), to_date('14:06', 'hh24:mi')]
[4777, 4582, to_date('15:36', 'hh24:mi'), to_date('17:50', 'hh24:mi')]
[4778, 4583,  to_date('10:58', 'hh24:mi'),  to_date('15:33', 'hh24:mi')]
[4779, 4583,  to_date('16:36', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4838, 4642,  to_date('9:05', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4839, 4643,  to_date('9:08', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4840, 4644,  to_date('9:00', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4841, 4645,  to_date('9:04', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4842, 4646,  to_date('10:51', 'hh24:mi'),  to_date('10:52', 'hh24:mi')]
[4843, 4646,  to_date('11:43', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4844, 4647,  to_date('9:10', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4845, 4648,  to_date('9:08', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4846, 4649,  to_date('9:03', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4847, 4650,  to_date('9:59', 'hh24:mi'),  to_date('12:40', 'hh24:mi')]
[4848, 4650,  to_date('13:35', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4849, 4651,  to_date('9:39', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4850, 4652,  to_date('9:09', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4851, 4653,  to_date('9:07', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4852, 4654,  to_date('9:02', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4853, 4655,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4854, 4656,  to_date('9:06', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4855, 4657,  to_date('9:05', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4856, 4658,  to_date('9:04', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4857, 4659,  to_date('9:08', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4858, 4660,  to_date('9:04', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4859, 4661,  to_date('9:04', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4860, 4662,  to_date('9:00', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4861, 4663,  to_date('9:04', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4862, 4664,  to_date('9:21', 'hh24:mi'),  to_date('13:29', 'hh24:mi')]
[4863, 4665,  to_date('9:06', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4864, 4666,  to_date('9:00', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4865, 4667,  to_date('9:09', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4866, 4668,  to_date('9:09', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4867, 4669,  to_date('9:03', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4868, 4670,  to_date('9:00', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4869, 4671,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4870, 4672,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4871, 4673,  to_date('9:02', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4872, 4674,  to_date('9:03', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4873, 4675,  to_date('9:09', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4874, 4676,  to_date('9:04', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4875, 4677,  to_date('9:10', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4876, 4678,  to_date('9:05', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4877, 4679,  to_date('9:03', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4878, 4680,  to_date('9:10', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4879, 4681,  to_date('9:00', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4880, 4682,  to_date('9:09', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4881, 4683, to_date('9:04', 'hh24:mi'), to_date('15:28', 'hh24:mi')]
[4882, 4683, to_date('16:47', 'hh24:mi'), to_date('17:52', 'hh24:mi')]
[4883, 4684,  to_date('9:08', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4884, 4685,  to_date('9:00', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4885, 4686,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4886, 4687,  to_date('10:52', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4887, 4688,  to_date('9:05', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4888, 4689,  to_date('9:10', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4889, 4690,  to_date('9:05', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4890, 4691,  to_date('9:05', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4891, 4692,  to_date('9:10', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4892, 4693,  to_date('9:00', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4893, 4694,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4894, 4695,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4895, 4696,  to_date('9:04', 'hh24:mi'),  to_date('11:38', 'hh24:mi')]
[4896, 4697,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4897, 4698,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4898, 4699,  to_date('9:01', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4899, 4700,  to_date('9:02', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4900, 4701,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4901, 4702,  to_date('9:02', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4902, 4703,  to_date('10:19', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4903, 4704,  to_date('9:44', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4904, 4705,  to_date('9:09', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4905, 4706,  to_date('10:14', 'hh24:mi'),  to_date('12:59', 'hh24:mi')]
[4906, 4706,  to_date('13:48', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4907, 4707,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4908, 4708,  to_date('9:35', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4909, 4709,  to_date('9:02', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4910, 4710,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4911, 4711,  to_date('9:09', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4912, 4712,  to_date('9:10', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4913, 4713,  to_date('9:04', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4914, 4714,  to_date('9:03', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4915, 4715,  to_date('9:00', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4916, 4716,  to_date('9:09', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4917, 4717,  to_date('10:47', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4918, 4718,  to_date('10:35', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4919, 4719,  to_date('9:03', 'hh24:mi'),  to_date('15:29', 'hh24:mi')]
[4920, 4720,  to_date('9:08', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4921, 4721,  to_date('9:03', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4922, 4722,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4923, 4723,  to_date('9:43', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4924, 4724,  to_date('9:01', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4925, 4725,  to_date('10:21', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4926, 4726,  to_date('9:02', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4927, 4727,  to_date('9:03', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4928, 4728,  to_date('9:10', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4929, 4729,  to_date('9:12', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4930, 4730,  to_date('9:21', 'hh24:mi'),  to_date('11:48', 'hh24:mi')]
[4931, 4731,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4932, 4732,  to_date('9:06', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4933, 4733,  to_date('10:15', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4934, 4734,  to_date('9:01', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4935, 4735,  to_date('9:01', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4936, 4736,  to_date('9:49', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4937, 4737,  to_date('9:04', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4938, 4738,  to_date('9:04', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4939, 4739,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4940, 4740,  to_date('9:02', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4941, 4741,  to_date('9:06', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4942, 4742,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4943, 4743,  to_date('9:09', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4944, 4744,  to_date('9:03', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4945, 4745,  to_date('9:03', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4946, 4746,  to_date('9:05', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4947, 4747,  to_date('9:05', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4948, 4748,  to_date('9:01', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4949, 4749,  to_date('10:55', 'hh24:mi'),  to_date('11:30', 'hh24:mi')]
[4950, 4750,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4951, 4751,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4952, 4752,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4953, 4753,  to_date('9:23', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[4954, 4754,  to_date('9:02', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4955, 4755,  to_date('9:37', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4956, 4756,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4957, 4757,  to_date('9:06', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4958, 4758,  to_date('9:08', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4959, 4759,  to_date('9:09', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4960, 4760,  to_date('9:07', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4961, 4761,  to_date('9:01', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4962, 4762,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4963, 4763,  to_date('9:08', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4964, 4764,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4965, 4765,  to_date('9:02', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4966, 4766,  to_date('9:08', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4967, 4767,  to_date('9:07', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4968, 4768,  to_date('9:05', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[4969, 4769,  to_date('9:05', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4970, 4770,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[4971, 4771,  to_date('9:05', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4972, 4772,  to_date('9:00', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4973, 4773,  to_date('9:06', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4974, 4774,  to_date('9:02', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4975, 4775,  to_date('9:10', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4976, 4776,  to_date('9:53', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[4977, 4777,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[4978, 4778,  to_date('9:08', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4979, 4779,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4980, 4780,  to_date('9:05', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4981, 4781,  to_date('9:00', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[4982, 4782,  to_date('9:07', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[4983, 4783,  to_date('9:03', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[4984, 4784,  to_date('9:01', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[4985, 4785,  to_date('9:10', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[4986, 4786,  to_date('9:02', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[5045, 4845,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[5046, 4846,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[5047, 4847,  to_date('10:37', 'hh24:mi'),  to_date('12:57', 'hh24:mi')]
[5048, 4847,  to_date('13:45', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[5049, 4848,  to_date('9:10', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[5050, 4849,  to_date('9:00', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[5051, 4850,  to_date('10:54', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[5052, 4851,  to_date('9:04', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[5053, 4852,  to_date('9:10', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[5054, 4853,  to_date('9:07', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[5055, 4854,  to_date('9:01', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[5056, 4855,  to_date('9:01', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[5057, 4856,  to_date('9:10', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
